GroupID,ParticipantID,AgeGroup,SexAtBirth,GenderIdentity,Ethnicity,Education,WorkStatus,District,Religion,Extraversion,Agreeableness,Conscientiousness,EmotionalStability,Openness,CR_Item_1,CR_Item_2,CR_Item_3,CR_Item_4,CR_Item_5,CR_Item_6,CR_Item_7,CR_Item_8,CR_Item_9,CR_Item_10
17,G17_P10,65+,Man,Non-binair,Turks,Havo/Vwo,Fulltime,Zuid,Islam,6,5,2,3,7,4,2,1,4,4,1,4,2,4,3
18,G18_P1,25-34,Man,Man,Aziatisch,Universiteit,Gepensioneerd,Nieuw-West,Boeddhisme,4,3,5,1,5,4,5,4,3,1,3,1,1,5,3
18,G18_P2,25-34,Vrouw,Non-binair,Nederlands,Mbo,Gezondheid,Zuid,Islam,3,2,4,7,2,4,2,1,5,4,2,3,4,1,1
18,G18_P3,18-24,Vrouw,Vrouw,Turks,Havo/Vwo,Student,Nieuw-West,Jodendom,1,7,7,1,6,5,5,4,4,3,3,1,1,4,4
18,G18_P4,25-34,Vrouw,Vrouw,Antilliaans,HBO,Gepensioneerd,Zuid,Christendom,6,2,6,5,7,3,1,2,3,2,5,2,5,5,2
18,G18_P5,65+,Vrouw,Anders,Aziatisch,HBO,Werkloos,Zuid,Boeddhisme,6,1,4,3,4,3,4,1,1,3,5,2,3,4,4
18,G18_P6,35-44,Vrouw,Man,Overig,Mbo,Zorg,Oost,Christendom,2,1,3,3,5,2,3,2,2,4,4,3,5,3,5
18,G18_P7,25-34,Vrouw,Non-binair,Antilliaans,Vmbo,Werkloos,Noord,Hindoeïsme,2,4,5,4,4,1,3,1,3,4,2,5,4,1,5
18,G18_P8,25-34,Vrouw,Non-binair,Nederlands,Vmbo,Gepensioneerd,West,Agnostisch,4,1,6,7,3,3,5,3,1,5,3,4,5,5,2
18,G18_P9,25-34,Vrouw,Man,Nederlands,HBO,Gezondheid,Centrum,Jodendom,5,4,5,4,5,4,4,5,3,3,1,3,2,1,2
18,G18_P10,35-44,Man,Man,Overig,Vmbo,Fulltime,West,Islam,1,1,6,2,5,5,4,4,2,3,3,1,1,5,2
19,G19_P1,35-44,Man,Trans vrouw,Nederlands,Vmbo,Werkloos,Oost,Boeddhisme,6,1,3,4,2,4,2,4,2,4,5,5,1,3,4
19,G19_P2,35-44,Vrouw,Trans man,Antilliaans,Havo/Vwo,Werkloos,Zuidoost,Boeddhisme,4,7,5,5,7,4,2,5,2,4,3,2,1,1,5
19,G19_P3,65+,Vrouw,Man,Surinaams,Geen,Student,Centrum,Hindoeïsme,4,6,3,7,4,5,1,2,5,5,4,3,3,4,4
19,G19_P4,18-24,Vrouw,Vrouw,Antilliaans,Vmbo,Vrijwilliger,Noord,Boeddhisme,7,7,2,2,3,1,3,3,1,3,4,5,5,1,3
19,G19_P5,25-34,Vrouw,Man,Marokkaans,Geen,Zorg,West,Geen religie,7,1,3,4,1,1,1,4,4,1,3,5,5,1,1
19,G19_P6,18-24,Man,Vrouw,Marokkaans,Havo/Vwo,Vrijwilliger,Centrum,Agnostisch,6,6,4,4,5,2,5,1,1,2,3,1,5,1,5
19,G19_P7,35-44,Man,Man,Antilliaans,Mbo,Werkloos,Zuidoost,Boeddhisme,4,3,6,2,1,1,1,3,2,4,4,2,1,3,3
19,G19_P8,65+,Vrouw,Trans vrouw,Marokkaans,Havo/Vwo,Student,Nieuw-West,Geen religie,3,4,3,3,2,1,1,1,3,5,1,5,3,5,3
19,G19_P9,18-24,Man,Trans vrouw,Surinaams,Mbo,Gezondheid,West,Geen religie,1,1,4,6,5,3,1,5,3,2,3,3,2,4,4
19,G19_P10,35-44,Man,Trans vrouw,Turks,Geen,Vrijwilliger,Centrum,Boeddhisme,2,6,7,7,4,1,4,5,3,1,2,1,3,5,3
20,G20_P1,65+,Vrouw,Trans vrouw,Nederlands,HBO,Werkloos,West,Agnostisch,4,6,1,5,2,2,1,1,2,5,2,1,2,2,5
20,G20_P2,25-34,Vrouw,Man,Antilliaans,Havo/Vwo,Fulltime,Zuid,Agnostisch,3,7,7,3,5,3,3,2,2,1,3,2,4,2,2
20,G20_P3,65+,Man,Man,Surinaams,Universiteit,Gepensioneerd,Zuid,Jodendom,6,1,3,4,3,4,3,2,5,2,3,3,2,1,1
20,G20_P4,45-54,Man,Trans vrouw,Aziatisch,Geen,Zorg,West,Christendom,4,1,1,5,4,2,5,3,3,5,3,4,2,1,5
20,G20_P5,18-24,Vrouw,Trans man,Overig,Geen,Parttime,Zuid,Christendom,5,7,1,4,7,5,2,1,2,2,3,2,3,4,3
20,G20_P6,45-54,Man,Man,Overig,Havo/Vwo,Parttime,Nieuw-West,Hindoeïsme,7,7,4,7,7,1,3,1,1,2,2,4,5,1,5
20,G20_P7,18-24,Man,Non-binair,Overig,Havo/Vwo,Werkloos,West,Jodendom,4,3,7,5,6,5,2,3,2,1,3,2,2,2,3
20,G20_P8,35-44,Vrouw,Man,Aziatisch,Havo/Vwo,Vrijwilliger,Nieuw-West,Geen religie,6,5,1,2,3,2,1,1,5,3,1,1,4,4,1
20,G20_P9,55-64,Man,Vrouw,Overig,Havo/Vwo,Zorg,Zuid,Geen religie,2,1,5,4,6,2,4,2,4,3,5,4,2,2,3
20,G20_P10,55-64,Man,Trans vrouw,Marokkaans,Mbo,Gezondheid,Centrum,Agnostisch,5,2,7,3,5,3,2,1,1,5,5,5,1,2,4
